52,55,58,79,76,72,65,67,65,77,66,72,60,53,50,51,48,48,66,58,54,55,70,60,56,69,59,70,60,56,69,58,68,68,58,68,68,58,54,51,66,56,67,67
52,73,67,60,71,68,65,55,49,51,48,50,65,56,50,46,62,55,52,65,57,54,68,58,68,57,53,68,68,58,67,66,56,52,51,50,49,48,66,54,64,54,65,65
52,55,76,64,58,68,71,65,64,75,65,59,69,66,59,66,64,64,64,64,55,50,64,54,51,52,51,68,58,68,57,52,51,50,49,48,66,56,52,49,64,64,65,54
52,55,58,61,76,73,67,61,64,66,78,66,65,77,70,80,68,75,64,57,68,58,54,53,68,57,67,58,68,58,67,56,66,56,52,66,56,66,66,54,50,49,48,65
52,67,56,62,56,62,52,46,43,39,41,43,46,61,58,47,60,60,50,62,53,51,53,68,58,53,54,70,62,72,61,56,55,54,53,52,70,60,56,68,58,54,53,52
52,55,58,55,71,64,63,74,62,57,54,56,69,66,64,61,51,48,48,49,65,54,64,64,54,49,49,51,51,52,51,68,58,54,53,52,51,68,58,52,66,56,52,67
52,55,70,68,65,62,61,49,43,53,50,39,50,43,53,45,55,55,55,46,45,47,46,47,64,54,50,65,58,68,57,66,56,52,66,66,56,66,56,50,64,54,65,54
52,55,70,64,63,79,76,74,62,57,59,70,59,57,59,55,57,75,61,68,68,68,58,54,68,57,67,68,68,58,67,56,52,51,50,66,56,52,51,48,47,46,46,65
52,67,56,50,47,44,46,43,42,40,54,51,45,41,40,41,41,58,49,45,48,47,48,47,48,65,65,56,66,57,53,66,56,52,66,56,52,51,50,47,46,64,54,50
52,49,70,68,62,55,57,59,71,65,72,69,57,51,52,48,62,52,48,62,53,49,48,48,46,47,48,50,50,49,48,47,47,66,56,66,66,56,52,64,54,64,54,65
52,51,54,53,68,62,68,58,57,67,61,67,68,65,68,54,50,49,48,49,52,54,72,62,58,56,55,72,72,62,71,70,60,70,60,56,55,54,70,58,54,53,69,58
47,45,48,51,48,46,62,50,45,42,38,34,33,33,33,34,52,42,39,52,52,43,39,54,57,59,59,59,49,48,62,51,61,51,49,49,64,55,51,49,48,47,46,46
52,49,47,62,52,58,52,51,63,52,51,53,55,51,66,63,56,56,57,71,61,70,62,58,72,61,57,57,72,72,61,56,70,70,60,70,70,60,56,68,68,58,69,58
47,45,42,45,43,40,38,42,58,48,54,48,41,55,56,47,45,47,62,61,64,56,68,58,68,57,53,53,52,51,49,48,48,66,56,54,53,52,51,48,48,48,48,47
47,49,65,53,52,62,52,46,43,39,41,38,35,35,56,46,45,44,45,44,46,47,65,57,56,69,59,56,55,54,52,50,50,50,68,58,68,68,58,52,66,66,67,56
70,67,61,68,56,62,56,55,66,55,54,64,53,51,63,50,60,50,60,52,49,65,59,58,72,61,59,59,58,57,73,62,72,62,72,62,58,57,72,60,70,60,56,71
52,55,58,55,71,60,54,56,59,56,58,72,60,67,65,53,49,64,64,63,56,54,53,52,68,57,67,68,68,68,57,52,66,66,66,66,56,52,51,48,64,54,65,54
52,67,61,56,53,57,53,67,55,49,51,53,67,58,53,54,68,58,68,67,67,66,56,56,55,53,52,52,52,52,53,70,60,56,70,70,60,56,55,52,51,68,58,69
52,67,70,64,60,61,78,81,79,76,79,68,61,63,75,68,66,65,76,66,73,60,70,70,60,55,54,54,70,60,69,58,54,53,68,58,68,58,54,66,56,52,51,67
52,57,72,62,70,64,58,69,66,61,55,52,54,50,46,46,64,57,53,66,56,66,58,55,54,55,54,72,62,58,56,70,60,56,55,54,70,60,56,53,68,68,69,58
52,49,48,45,43,45,43,41,62,59,49,43,39,54,47,43,43,45,61,60,61,64,64,64,53,62,62,63,53,63,63,54,51,65,55,52,66,56,52,49,48,47,46,46
52,67,56,55,52,54,66,61,68,62,61,71,64,57,59,61,74,71,61,68,58,68,58,54,53,67,67,58,68,68,67,56,66,66,56,52,66,66,56,50,64,64,54,65
52,67,56,50,48,44,56,45,57,50,57,46,53,43,56,46,42,42,40,39,41,41,44,44,61,51,61,53,51,65,58,67,58,54,53,68,58,68,58,52,51,50,49,67
70,64,70,60,66,60,72,60,68,62,55,52,65,56,64,56,51,65,55,65,55,50,52,52,51,67,57,54,53,52,67,56,52,66,66,66,66,56,52,64,54,50,65,54
52,55,52,55,71,64,58,68,58,57,60,61,57,59,74,72,65,61,56,52,68,58,54,68,58,67,67,58,54,53,51,49,48,48,48,48,66,66,66,54,50,49,48,47
52,49,52,50,53,68,65,68,58,57,59,70,59,66,58,52,49,51,67,58,54,68,58,54,53,51,50,68,68,58,53,66,66,56,52,51,50,66,56,64,54,50,49,48
52,55,58,55,71,68,62,55,52,54,56,52,72,60,67,64,52,62,52,48,62,62,53,63,55,50,49,52,51,68,57,52,51,50,66,56,66,56,52,49,64,54,65,65
52,55,70,65,64,74,72,69,68,56,55,65,65,52,46,47,47,63,53,49,48,48,47,46,46,45,45,64,55,65,65,64,56,52,51,50,66,56,66,64,54,50,65,54
52,67,65,59,52,62,52,51,53,70,64,58,74,67,60,56,53,50,51,50,68,68,60,56,70,59,55,55,70,70,59,68,58,68,58,54,53,68,58,66,66,66,56,52
52,67,65,54,62,59,53,52,62,56,68,62,69,56,55,66,54,53,54,52,51,68,58,54,68,67,57,68,68,58,53,51,50,49,48,48,48,48,47,64,54,64,54,65
52,49,52,50,71,59,53,64,58,57,67,61,55,51,48,60,50,60,51,46,60,52,64,57,67,57,67,68,68,68,57,66,56,66,56,52,66,56,52,49,48,47,65,54
52,55,52,50,47,50,65,56,49,59,48,42,40,55,48,46,45,61,51,60,50,48,47,47,48,64,64,65,55,51,52,52,51,50,68,68,58,54,53,50,66,56,52,51
52,55,52,68,56,62,51,57,51,45,47,44,41,55,45,43,57,57,51,47,47,48,64,57,54,67,67,58,54,53,67,56,66,56,52,51,66,56,66,54,64,54,65,54
47,45,42,44,47,44,47,50,53,51,67,64,54,66,64,60,53,50,50,49,50,67,67,58,54,67,57,68,58,54,52,50,49,48,66,56,52,51,50,64,54,50,49,48
