52,73,74,64,77,76,79,79,79,78,82,81,83,84,86,85,84,84,83,73,69,67,82,81,80,79,78,68,77,65,74,72,71,70,70,61,70,70,70,68,68,68,58,69
52,69,73,67,75,78,68,76,79,83,73,85,85,84,89,89,79,88,87,85,85,84,83,72,67,65,79,78,78,76,77,76,76,76,75,74,73,72,71,68,67,66,67,67
70,73,76,77,77,80,83,87,90,80,91,81,91,80,90,92,91,91,79,88,87,87,86,85,84,83,82,83,82,71,79,80,79,78,77,67,77,77,66,59,72,71,71,71
49,70,60,72,75,77,80,79,70,79,69,65,79,68,81,85,84,87,88,77,86,85,74,83,82,81,82,82,81,80,78,77,76,75,74,73,72,71,70,58,68,70,71,60
70,73,67,79,78,68,77,67,82,81,86,76,86,77,88,88,89,88,88,87,89,88,87,86,75,84,83,83,82,80,68,77,76,65,75,74,73,72,72,60,70,70,71,71
70,60,59,75,74,64,64,80,84,76,84,85,84,83,83,72,83,82,75,85,84,86,85,84,83,82,81,83,82,80,68,63,76,75,74,73,72,74,74,72,72,72,73,73
52,53,75,78,81,71,80,70,65,65,63,78,80,81,80,86,89,91,90,89,89,88,77,72,85,84,73,82,82,80,78,77,76,75,74,75,74,64,75,62,58,72,73,73
70,73,63,75,69,82,85,75,72,86,87,91,91,94,95,95,84,94,95,96,96,95,94,93,92,91,91,91,90,89,87,86,86,85,84,83,72,81,80,77,66,76,76,75
52,73,63,76,79,82,85,75,87,81,89,88,88,92,91,93,92,91,89,78,87,86,86,84,84,82,82,81,80,80,70,80,79,78,77,76,75,74,75,72,71,70,60,71
51,50,71,75,74,73,72,76,66,74,76,81,82,83,72,80,80,79,82,83,82,82,84,83,84,73,68,83,82,80,78,67,77,77,76,75,74,73,62,70,70,70,60,71
52,73,72,76,79,82,81,80,83,78,86,85,88,92,83,92,91,90,89,87,87,86,85,74,69,82,82,84,83,82,80,79,78,68,77,76,75,74,73,70,69,68,58,69
52,75,78,77,81,84,83,87,86,85,75,85,88,87,90,89,88,89,87,87,87,86,76,84,84,72,82,71,80,69,77,76,75,74,73,72,73,74,73,71,70,70,71,71
52,55,76,66,62,75,71,66,82,81,80,84,87,78,73,87,90,92,80,89,89,88,88,86,86,86,86,85,85,85,83,82,71,80,79,68,77,76,75,74,73,72,73,73
52,73,63,58,56,59,59,62,78,82,85,90,93,96,95,95,94,93,81,91,90,90,89,88,87,86,76,86,85,85,83,83,82,81,80,69,79,78,67,74,73,72,72,73
52,73,76,81,80,79,80,79,79,79,78,69,64,62,81,79,68,82,81,70,84,82,82,72,67,80,79,79,78,77,75,74,74,74,63,58,71,70,69,66,66,66,67,56
52,73,63,71,70,69,66,76,80,70,83,86,85,84,84,77,87,76,86,87,86,87,76,86,75,86,75,84,74,83,81,80,79,78,67,64,79,78,67,74,64,74,75,75
52,73,76,79,80,80,80,79,69,82,81,86,85,89,88,79,92,92,90,89,88,87,86,76,85,76,85,84,84,82,80,79,78,77,76,75,74,74,73,71,70,70,71,71
52,69,73,72,76,81,84,76,88,91,91,90,90,89,88,91,92,92,82,91,91,90,79,88,77,86,85,84,84,83,81,80,79,78,67,63,61,75,75,62,71,70,71,60
70,69,72,67,75,75,78,82,83,83,82,85,74,69,83,83,87,90,88,87,86,85,74,83,72,82,82,81,80,79,77,76,75,74,73,72,71,60,69,66,56,66,67,67
70,73,72,72,75,78,82,85,84,83,82,86,89,89,89,90,89,88,89,78,87,86,86,85,84,74,69,83,82,81,79,78,77,76,65,62,75,74,73,70,70,59,54,69
52,73,76,79,82,85,88,93,96,100,99,100,101,100,100,100,100,99,97,86,95,94,93,93,82,77,91,81,90,89,87,86,85,74,83,74,84,83,82,79,78,67,77,76
52,73,76,66,79,78,79,78,68,76,67,81,83,82,85,84,75,74,73,71,86,75,86,75,70,83,83,72,68,80,78,77,76,75,74,74,73,72,72,69,68,68,69,69
52,73,76,75,74,67,76,76,66,75,76,79,80,69,78,76,75,78,67,77,76,66,75,75,79,79,78,68,77,75,74,74,73,72,61,70,70,70,70,70,70,70,71,71
52,51,73,72,76,66,74,75,75,74,77,77,81,81,81,84,83,82,71,80,83,72,81,70,65,78,77,77,66,74,72,73,73,72,73,62,71,70,70,68,58,68,69,69
52,73,78,77,76,80,84,83,73,86,86,77,89,88,88,88,88,87,88,87,76,85,85,84,85,84,83,82,82,81,79,78,77,76,75,74,73,72,73,71,70,70,71,71
70,73,72,75,81,71,83,82,82,88,82,90,91,90,89,92,91,92,90,89,88,87,86,75,84,73,68,82,81,79,77,76,75,74,63,72,71,70,70,68,68,68,69,69
52,55,72,66,74,75,74,78,75,83,86,85,84,84,85,86,85,74,84,84,83,82,71,81,80,79,78,78,77,75,74,72,61,70,70,59,69,68,68,66,66,66,67,67
54,59,80,83,86,85,89,79,88,91,94,93,97,96,95,94,84,94,92,91,90,89,88,87,76,85,84,74,83,72,81,70,79,78,78,77,76,75,74,71,70,59,54,69
52,73,76,75,78,82,81,81,84,84,83,82,71,81,81,84,88,88,87,85,85,84,84,83,82,81,70,80,79,78,77,66,75,64,73,62,73,72,71,58,53,66,67,67
52,51,50,72,72,75,74,73,73,78,81,80,86,75,89,91,90,90,90,89,88,87,86,85,84,83,82,82,71,79,77,68,77,76,75,74,73,72,72,70,60,70,71,71
70,69,59,71,71,72,75,79,78,78,77,81,84,73,83,84,83,82,81,80,79,77,81,70,79,80,70,80,79,77,75,74,73,72,71,70,69,69,68,66,58,68,69,69
52,73,76,79,78,81,71,79,83,83,82,72,82,81,71,82,86,89,87,76,86,75,86,75,84,83,72,82,81,79,77,78,67,62,75,74,63,72,72,70,70,60,71,71
72,64,59,62,80,79,78,68,65,78,79,79,80,83,82,70,79,68,82,72,81,85,85,84,84,83,82,82,81,79,77,76,75,64,73,62,71,60,70,68,68,68,69,69
